epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1646672630582,2022-03-07T12:03:50.582,0.000,1.463,5.793,-0.122
1646672630592,2022-03-07T12:03:50.592,0.010,1.463,5.427,0.610
1646672630602,2022-03-07T12:03:50.602,0.020,1.402,5.366,0.183
1646672630612,2022-03-07T12:03:50.612,0.030,2.317,5.061,0.549
1646672630622,2022-03-07T12:03:50.622,0.040,2.256,4.512,0.854
1646672630632,2022-03-07T12:03:50.632,0.050,1.463,3.963,0.793
1646672630642,2022-03-07T12:03:50.642,0.060,1.280,3.354,0.793
1646672630652,2022-03-07T12:03:50.652,0.070,1.098,2.866,0.793
1646672630662,2022-03-07T12:03:50.662,0.080,0.366,2.378,0.854
1646672630672,2022-03-07T12:03:50.672,0.090,0.000,1.951,0.976
1646672630682,2022-03-07T12:03:50.682,0.100,0.122,1.524,1.280
1646672630692,2022-03-07T12:03:50.692,0.110,0.183,1.098,1.402
1646672630702,2022-03-07T12:03:50.702,0.120,-0.122,0.915,1.402
1646672630712,2022-03-07T12:03:50.712,0.130,-0.366,0.671,1.341
1646672630722,2022-03-07T12:03:50.722,0.140,0.305,0.732,1.341
1646672630732,2022-03-07T12:03:50.732,0.150,0.366,0.732,1.280
1646672630742,2022-03-07T12:03:50.742,0.160,0.061,0.854,0.976
1646672630752,2022-03-07T12:03:50.752,0.170,0.122,1.098,0.732
1646672630762,2022-03-07T12:03:50.762,0.180,0.183,1.220,0.549
1646672630772,2022-03-07T12:03:50.772,0.190,-0.244,1.280,0.183
1646672630782,2022-03-07T12:03:50.782,0.200,-0.427,1.341,-0.122
1646672630792,2022-03-07T12:03:50.792,0.210,0.061,1.463,-0.183
1646672630802,2022-03-07T12:03:50.802,0.220,-0.061,1.463,-0.305
1646672630812,2022-03-07T12:03:50.812,0.230,-0.427,1.463,-0.305
1646672630822,2022-03-07T12:03:50.822,0.240,-0.061,1.463,-0.061
1646672630832,2022-03-07T12:03:50.832,0.250,-0.183,1.524,0.244
1646672630842,2022-03-07T12:03:50.842,0.260,-0.244,1.524,0.671
1646672630852,2022-03-07T12:03:50.852,0.270,0.488,1.524,1.280
1646672630862,2022-03-07T12:03:50.862,0.280,0.488,1.585,1.524
1646672630872,2022-03-07T12:03:50.872,0.290,-0.244,1.463,1.402
1646672630882,2022-03-07T12:03:50.882,0.300,-0.549,1.280,1.341
1646672630892,2022-03-07T12:03:50.892,0.310,-0.366,1.159,1.341
1646672630902,2022-03-07T12:03:50.902,0.320,-0.549,1.159,1.159
1646672630912,2022-03-07T12:03:50.912,0.330,-1.037,0.976,0.915
1646672630922,2022-03-07T12:03:50.922,0.340,-1.341,0.976,0.732
1646672630932,2022-03-07T12:03:50.932,0.350,-1.707,1.037,0.549
1646672630942,2022-03-07T12:03:50.942,0.360,-1.646,1.159,0.732
1646672630952,2022-03-07T12:03:50.952,0.370,-0.061,1.037,1.280
1646672630962,2022-03-07T12:03:50.962,0.380,0.061,0.793,1.341
1646672630972,2022-03-07T12:03:50.972,0.390,-1.707,0.427,0.854
1646672630982,2022-03-07T12:03:50.982,0.400,-1.707,0.244,0.793
1646672630992,2022-03-07T12:03:50.992,0.410,-0.183,0.244,1.098
1646672631002,2022-03-07T12:03:51.002,0.420,0.000,0.244,1.159
1646672631012,2022-03-07T12:03:51.012,0.430,0.488,0.183,1.220
1646672631022,2022-03-07T12:03:51.022,0.440,0.976,0.305,1.341
1646672631032,2022-03-07T12:03:51.032,0.450,0.732,0.427,1.463
1646672631042,2022-03-07T12:03:51.042,0.460,0.488,0.488,1.585
1646672631052,2022-03-07T12:03:51.052,0.470,0.427,0.488,1.768
1646672631062,2022-03-07T12:03:51.062,0.480,-0.366,0.549,1.829
1646672631072,2022-03-07T12:03:51.072,0.490,-1.220,0.732,1.768
1646672631082,2022-03-07T12:03:51.082,0.500,-0.732,0.793,1.768
1646672631092,2022-03-07T12:03:51.092,0.510,-0.610,0.915,1.707
1646672631102,2022-03-07T12:03:51.102,0.520,-0.915,0.915,1.402
1646672631112,2022-03-07T12:03:51.112,0.530,-0.793,0.671,1.280
1646672631122,2022-03-07T12:03:51.122,0.540,-1.098,0.427,0.976
1646672631132,2022-03-07T12:03:51.132,0.550,-1.159,0.244,0.793
1646672631142,2022-03-07T12:03:51.142,0.560,-0.732,0.000,0.610
1646672631152,2022-03-07T12:03:51.152,0.570,-1.037,-0.244,0.366
1646672631162,2022-03-07T12:03:51.162,0.580,-1.402,-0.488,0.427
1646672631172,2022-03-07T12:03:51.172,0.590,-1.220,-0.488,0.610
1646672631182,2022-03-07T12:03:51.182,0.600,-0.915,-0.549,0.854
1646672631192,2022-03-07T12:03:51.192,0.610,-0.793,-0.488,0.915
1646672631202,2022-03-07T12:03:51.202,0.620,-0.488,-0.366,1.037
1646672631212,2022-03-07T12:03:51.212,0.630,-0.122,-0.427,1.098
1646672631222,2022-03-07T12:03:51.222,0.640,-1.341,-0.427,0.671
1646672631232,2022-03-07T12:03:51.232,0.650,-1.707,-0.366,0.488
1646672631242,2022-03-07T12:03:51.242,0.660,-0.610,-0.305,0.671
1646672631252,2022-03-07T12:03:51.252,0.670,-0.610,-0.122,0.427
1646672631262,2022-03-07T12:03:51.262,0.680,-1.524,-0.061,0.183
1646672631272,2022-03-07T12:03:51.272,0.690,-1.159,0.183,0.366
1646672631282,2022-03-07T12:03:51.282,0.700,-1.037,0.305,0.549
1646672631292,2022-03-07T12:03:51.292,0.710,-1.280,0.366,0.671
1646672631302,2022-03-07T12:03:51.302,0.720,-1.341,0.366,0.915
1646672631312,2022-03-07T12:03:51.312,0.730,-1.585,0.366,1.098
1646672631322,2022-03-07T12:03:51.322,0.740,-1.646,0.427,1.463
1646672631332,2022-03-07T12:03:51.332,0.750,-1.159,0.488,1.585
1646672631342,2022-03-07T12:03:51.342,0.760,-1.037,0.488,1.585
1646672631352,2022-03-07T12:03:51.352,0.770,-1.037,0.427,1.524
1646672631362,2022-03-07T12:03:51.362,0.780,-1.159,0.305,1.098
1646672631372,2022-03-07T12:03:51.372,0.790,-1.585,0.305,0.732
1646672631382,2022-03-07T12:03:51.382,0.800,-1.280,0.244,0.549
1646672631392,2022-03-07T12:03:51.392,0.810,-0.671,0.305,0.427
