epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635518858437,2021-10-29T10:47:38.437,0.000,0.671,-0.549,-0.427
1635518858447,2021-10-29T10:47:38.447,0.010,0.671,-0.732,0.244
1635518858457,2021-10-29T10:47:38.457,0.020,0.610,0.183,-0.061
1635518858467,2021-10-29T10:47:38.467,0.030,0.366,0.793,0.183
1635518858477,2021-10-29T10:47:38.477,0.040,-0.061,0.610,0.671
1635518858487,2021-10-29T10:47:38.487,0.050,-0.366,0.488,0.976
1635518858497,2021-10-29T10:47:38.497,0.060,-0.549,0.854,1.037
1635518858507,2021-10-29T10:47:38.507,0.070,-0.488,0.915,1.159
1635518858517,2021-10-29T10:47:38.517,0.080,-0.549,0.549,1.341
1635518858527,2021-10-29T10:47:38.527,0.090,-0.610,0.183,1.402
1635518858537,2021-10-29T10:47:38.537,0.100,-0.549,-0.183,1.341
1635518858547,2021-10-29T10:47:38.547,0.110,-0.305,0.061,0.976
1635518858557,2021-10-29T10:47:38.557,0.120,0.000,0.610,0.549
1635518858567,2021-10-29T10:47:38.567,0.130,0.122,0.732,0.366
1635518858577,2021-10-29T10:47:38.577,0.140,0.244,0.366,0.244
1635518858587,2021-10-29T10:47:38.587,0.150,0.366,0.244,0.000
1635518858597,2021-10-29T10:47:38.597,0.160,0.366,0.366,-0.183
1635518858607,2021-10-29T10:47:38.607,0.170,0.366,0.793,-0.427
1635518858617,2021-10-29T10:47:38.617,0.180,0.427,0.854,-0.305
1635518858627,2021-10-29T10:47:38.627,0.190,0.549,0.244,-0.122
1635518858637,2021-10-29T10:47:38.637,0.200,0.488,-0.061,0.305
1635518858647,2021-10-29T10:47:38.647,0.210,0.366,0.488,0.610
1635518858657,2021-10-29T10:47:38.657,0.220,0.122,0.915,0.671
1635518858667,2021-10-29T10:47:38.667,0.230,-0.244,0.732,0.915
1635518858677,2021-10-29T10:47:38.677,0.240,-0.366,0.183,1.220
1635518858687,2021-10-29T10:47:38.687,0.250,-0.671,-0.122,1.463
1635518858697,2021-10-29T10:47:38.697,0.260,-0.915,0.854,1.280
1635518858707,2021-10-29T10:47:38.707,0.270,-1.463,0.854,1.402
1635518858717,2021-10-29T10:47:38.717,0.280,-1.463,-0.732,2.134
1635518858727,2021-10-29T10:47:38.727,0.290,-1.220,-1.098,2.256
1635518858737,2021-10-29T10:47:38.737,0.300,-0.915,-0.183,1.463
